class_unclass,contig_name,taxon,length,kmers
C,ENA_ABAV01035452_ABAV01035452.1,Pseudomonas sp. SWI36 (taxid 2083052),1190,0:21 286:5 0:9 1788301:4 0:3 1324960:5 0:27 91347:1 0:59 286:1 47884:5 286:23 300:5 0:117 330:1 1224:5 543:4 0:1 1236:4 0:36 1224:3 0:5 279113:2 1224:2 279113:2 743713:1 0:2 1224:5 286:9 0:59 2083052:7 286:6 0:52 106589:1 0:29 286:5 0:126 286:17 0:58 28258:1 0:53 286:1 0:3 286:5 0:22 286:5 0:28 286:10 0:5 286:1 0:64 2201356:4 0:83 354:5 0:32 286:4 0:5 286:9 1898684:1 0:2 286:1 0:85
C,ENA_ABAV01035458_ABAV01035458.1,Bacillus cereus m1293 (taxid 526973),1557,0:115 1239:9 526973:39 0:77 1491:5 0:8 131567:15 0:91 9606:1 0:76 1239:14 526973:5 0:78 9606:1 0:7 9606:17 0:54 526973:3 0:133 131567:10 0:8 526973:2 0:41 1491:4 0:12 9606:1 0:393 526973:5 0:4 526973:5 0:197 9606:5 0:45 9606:7 0:4 9606:17 0:15
C,ENA_ABAV01035459_ABAV01035459.1,Clostridium botulinum (taxid 1491),966,0:361 1491:21 131567:2 9606:5 0:39 1491:1 0:6 131567:6 0:62 9606:4 0:149 2:1 0:56 1491:14 131567:35 0:120 9606:9 131567:41
C,ENA_ABAV01035461_ABAV01035461.1,Clostridium botulinum (taxid 1491),860,0:680 1491:21 131567:2 9606:8 0:36 1491:1 0:6 131567:6 0:30 A:34 9606:2
C,ENA_ABAV01035462_ABAV01035462.1,Delftia acidovorans SPH-1 (taxid 398578),1212,80865:51 180282:7 80865:1 180282:1 80865:25 1224:10 80865:2 80840:2 1224:5 80840:2 80865:62 80840:5 1224:3 80840:15 80865:7 1224:2 80865:25 0:32 80865:33 1224:5 80865:5 1224:2 80840:1 1224:5 80865:4 1224:5 80840:3 80865:6 1224:8 80865:1 217203:12 0:36 1224:9 80865:45 1224:5 2:18 1224:10 398578:1 1224:5 80865:7 0:10 946333:5 0:5 93220:1 0:11 80865:147 398578:7 80865:1 398578:14 80865:1 0:7 80865:4 1224:1 80865:76 398578:28 80865:182 80840:3 80865:92 80840:1 80866:5 80840:3 80866:8 2:5 80866:6 0:1 2036817:5 1224:14 286:5 543728:2 1224:9 0:5 1224:1 222:5 0:1 436515:7 0:10 436515:2 1224:3 0:2
C,ENA_ABAV01035463_ABAV01035463.1,Delftia acidovorans SPH-1 (taxid 398578),1167,80866:2 0:7 80866:13 80865:5 80866:5 0:2 398578:2 0:28 398578:1 0:1 398578:24 0:7 398578:1 0:8 398578:5 0:5 398578:6 0:1 398578:1 0:61 80865:81 398578:16 0:19 398578:5 80866:3 0:5 80866:38 398578:4 0:9 398578:2 0:13 80865:3 0:5 80865:181 398578:20 80865:3 398578:6 80865:76 0:29 398578:5 80865:149 1224:3 80865:120 80866:35 0:3 180282:26 80865:45 398578:27 80865:17
C,ENA_ABAV01035464_ABAV01035464.1,Pseudomonas putida (taxid 303),1173,0:7 286:1 75612:6 286:7 303:2 0:2 303:5 0:320 395598:1 0:89 1404367:5 0:65 303:5 0:383 303:22 0:42 303:20 0:157
C,ENA_ABAV01035466_ABAV01035466.1,Pseudomonas mendocina (taxid 300),753,0:12 300:8 0:1 300:5 286:5 1236:8 286:3 0:124 286:5 0:113 76758:7 286:1 76758:2 0:32 260552:1 0:15 286:5 0:9 286:7 95300:5 286:1 95300:5 0:3 237609:5 286:2 1898684:5 0:60 286:9 0:36 286:5 1224:2 286:20 0:198
C,ENA_ABAV01035467_ABAV01035467.1,Pseudomonas sp. LG1D9 (taxid 2083054),972,0:21 765910:1 0:3 587753:1 0:9 286:8 1224:3 286:8 0:46 2083054:4 0:810 68:4 0:20
C,ENA_ABAV01035468_ABAV01035468.1,Pseudomonas sp. LPH1 (taxid 1898684),1419,0:179 1224:1 286:4 1224:14 286:12 0:6 356:4 1224:11 1981174:2 0:7 1224:1 0:2 136849:7 0:15 286:1 0:2 286:2 0:20 43263:3 0:82 1898684:7 0:1 1898684:23 0:6 1898684:4 0:14 286:2 0:1 316:3 1224:6 0:110 1224:4 0:10 1224:1 0:26 414771:2 0:111 286:3 0:2 286:6 1224:5 0:626 43263:9 0:28
C,ENA_ABAV01035469_ABAV01035469.1,Pseudomonas mendocina NK-01 (taxid 1001585),1115,0:8 286:4 1236:6 2:2 1236:2 1224:1 1236:9 1224:11 1236:5 1224:10 286:1 1224:11 1001585:5 286:4 300:5 0:21 286:27 0:5 294:3 0:43 198620:3 0:9 2:5 135621:5 286:1 2:3 286:5 1224:3 1236:2 286:8 135621:5 0:1 286:5 0:9 76759:1 286:2 0:36 1149133:2 286:1 0:5 75612:2 0:39 303:4 0:30 135621:5 0:141 286:9 0:54 286:7 0:5 286:4 0:98 286:3 0:3 286:5 587753:2 0:55 1245471:1 0:98 286:7 0:88 316:8 0:85 286:2 0:1 286:3 1930532:5 0:23
C,ENA_ABAV01035470_ABAV01035470.1,Pseudomonas mendocina (taxid 300),864,0:252 300:2 286:3 0:85 286:23 0:31 286:4 0:1 286:3 0:7 286:1 0:1 286:17 0:61 200450:4 0:1 303:5 0:60 300:2 286:3 300:5 1856685:4 0:5 2083055:1 0:186 286:3 0:9 286:5 0:46
C,ENA_ABAV01035479_ABAV01035479.1,Pseudomonas sp. CC6-YY-74 (taxid 1930532),1171,0:34 286:14 2:5 1224:7 2:12 28211:3 286:3 797277:3 487184:5 286:2 0:46 1853130:3 286:2 1236:1 1853130:2 1236:7 286:13 0:3 198620:3 286:17 296:13 286:3 296:1 286:5 0:3 286:1 1224:1 0:270 286:3 0:5 286:3 0:315 1930532:5 0:59 1294143:2 0:16 286:2 1930532:17 0:228
C,ENA_ABAV01035480_ABAV01035480.1,Pseudomonas sp. CC6-YY-74 (taxid 1930532),1567,0:18 2:4 0:46 303:2 286:2 135621:7 1224:9 300:1 2070539:5 1236:7 0:1 1930532:10 1437824:7 136846:4 206389:1 1224:3 1236:5 0:4 1236:3 0:43 1898684:5 0:41 286:2 0:139 286:12 1224:1 0:17 135621:6 0:27 1236:1 286:5 0:2 1236:5 0:10 364197:5 0:58 158899:3 0:8 206389:5 0:138 286:3 0:387 163011:5 0:1 1123016:5 0:1 136841:4 0:8 136841:2 0:180 1154756:2 0:16 881260:2 0:54 286:4 0:8 86265:1 0:5 1930532:3 0:3 1930532:1 0:40 1245526:1 286:14 399739:3 0:44 286:5 0:59
C,ENA_ABAV01035482_ABAV01035482.1,Bacillus cereus m1293 (taxid 526973),1313,0:53 526973:5 0:4 526973:5 0:220 9606:5 0:45 9606:7 0:4 9606:17 0:22 526973:11 131567:54 1:9 1239:3 A:34 1396:7 1:13 1396:1 526973:7 0:1 526973:4 0:15 526973:4 131567:15 526973:5 131567:3 0:28 9606:1 0:170 1239:1 0:3 1239:5 0:1 1239:1 0:24 1491:5 0:64 9606:4 0:69 1491:5 0:3 1491:2 131567:15 0:42 131567:2 0:10 131567:5 0:11 131567:1 0:29 131567:1 0:10 131567:49 526969:5 0:127 131567:5 0:2 1239:3 9606:3
C,ENA_ABAV01035483_ABAV01035483.1,Delftia (taxid 80865),737,80864:14 80865:101 80864:5 80840:1 80864:3 80865:5 80864:3 80865:244 80864:1 80865:1 80864:5 80865:25 80864:25 80865:144 80864:5 80865:39 80864:1 80865:77 0:3 80865:1
C,ENA_ABAV01035484_ABAV01035484.1,Delftia acidovorans SPH-1 (taxid 398578),800,80865:18 398578:14 80865:3 398578:9 80865:37 0:18 80865:1 0:11 80865:86 398578:4 0:5 80865:3 398578:5 80865:4 80864:1 80865:22 80840:3 80864:11 80865:103 0:2 80865:4 0:14 80864:5 0:5 80865:42 80864:16 80865:52 1224:4 80865:85 0:28 80865:151
C,ENA_ABAV01035485_ABAV01035485.1,Delftia acidovorans SPH-1 (taxid 398578),1033,80865:7 398578:67 80865:28 0:10 80865:1 0:16 80865:1 0:5 80865:1 2:5 80865:65 398578:7 80865:2 398578:25 80865:17 398578:5 80865:3 398578:20 80865:218 0:22 398578:9 80865:11 398578:3 80865:23 398578:7 80865:4 398578:12 80865:176 180282:7 80865:1 180282:8 80865:4 180282:7 80865:74 398578:2 80865:5 398578:10 80865:5 398578:1 80865:2 398578:5 80865:52 0:24 80865:1 0:5 398578:2 0:5 398578:7 0:2
C,ENA_ABAV01035486_ABAV01035486.1,Delftia acidovorans SPH-1 (taxid 398578),1213,0:4 80865:33 28216:3 80865:75 742013:9 80865:1 742013:20 80865:111 0:5 80865:1 0:18 80865:1 0:8 80865:111 398578:2 80865:1 398578:48 80865:16 80866:6 80865:5 398578:28 80865:7 398578:18 80866:5 398578:10 80865:5 398578:13 0:36 80865:61 398578:16 80865:1 398578:21 80865:5 398578:5 80865:55 398578:32 80865:47 80866:1 398578:10 80865:1 398578:9 80865:10 398578:31 80865:8 80866:17 80865:3 80866:12 0:84 398578:5 80865:2 398578:3 80865:13 0:55 398578:2 0:27 80865:43
C,ENA_ABAV01035490_ABAV01035490.1,Clostridium botulinum (taxid 1491),839,0:69 1491:5 0:3 1491:1 0:1 131567:5 0:52 131567:2 0:10 131567:5 0:11 131567:1 0:29 131567:1 0:10 131567:49 526969:5 0:127 131567:5 0:2 1239:4 0:5 526973:4 0:399
C,ENA_ABAV01035492_ABAV01035492.1,Clostridium botulinum (taxid 1491),1442,0:825 1491:21 131567:2 9606:8 0:36 1491:1 0:6 131567:6 0:62 9606:4 0:149 2:1 0:56 1491:14 131567:49 2:5 1239:2 0:5 2:2 0:92 9606:9 131567:53
C,ENA_ABAV01035524_ABAV01035524.1,Clostridium botulinum (taxid 1491),1401,0:494 1491:21 131567:2 9606:8 0:36 1491:1 0:6 131567:6 0:62 9606:4 0:10 A:34 0:105 2:1 0:56 1491:14 131567:49 2:5 1239:2 0:5 2:2 0:92 9606:9 131567:77 0:130 526973:5 131567:5 9606:4 0:122
C,ENA_ABAV01035525_ABAV01035525.1,Clostridium botulinum (taxid 1491),813,0:111 A:34 0:518 1491:4 131567:3 0:5 1491:3 0:35 2057025:4 0:62
C,ENA_ABAV01035534_ABAV01035534.1,Pseudomonas (taxid 286),1233,0:11 2018067:5 0:90 96901:2 0:47 353:2 0:13 1073999:5 1283291:5 0:2 300:1 0:36 321:5 286:1 0:1 286:1 1357279:5 0:3 286:1 0:9 1283291:5 0:4 1441629:4 286:5 1930532:3 1245471:5 286:1 43263:1 0:23 286:5 0:6 286:16 316:5 43263:1 0:64 364197:4 0:109 2169539:1 0:7 615:8 0:2 615:4 0:22 1499686:5 644801:5 0:614 286:5 135621:2 286:3 135621:11 286:4
C,ENA_ABAV01035535_ABAV01035535.1,Achromobacter xylosoxidans (taxid 85698),1141,0:192 85698:4 0:52 294:1 0:858
C,ENA_ABAV01035536_ABAV01035536.1,Delftia acidovorans SPH-1 (taxid 398578),1138,742013:2 80865:19 398578:5 80865:116 742013:4 80865:22 398578:6 80865:6 398578:4 80865:5 398578:1 80865:5 398578:2 80865:71 A:34 80865:2 0:1 80865:149 398578:18 80865:9 398578:5 80865:9 80864:3 80865:35 398578:23 80865:22 398578:44 80865:58 80864:5 398578:26 80865:26 180282:13 0:12 613:1 96773:4 0:52 80865:4 0:2 742013:5 80865:6 742013:13 0:28 80865:10 180282:3 0:2 80865:5 0:27 80865:134 0:21 80865:5 0:1 80865:19
C,ENA_ABAV01035537_ABAV01035537.1,Delftia sp. HK171 (taxid 1920191),1119,80865:6 0:8 80865:4 0:2 80864:2 0:5 80866:3 80864:5 398578:4 80865:78 1920191:17 0:5 1920191:1 0:32 742013:5 0:45 80865:2 398578:5 80865:31 80864:3 80865:108 742013:8 80865:3 80864:5 80865:4 742013:5 80865:149 80864:5 80865:158 80864:7 0:18 80865:5 0:5 80865:33 1920191:5 80865:11 1920191:2 80865:49 80840:4 80865:27 742013:5 80865:2 0:13 80865:1 0:10 80865:5 0:1 80865:123 0:16 A:34 80865:1
C,ENA_ABAV01035541_ABAV01035541.1,Pseudomonadales (taxid 72274),687,0:206 158822:4 0:275 654:1 1236:6 72274:5 1236:2 0:4 1224:5 0:145
C,ENA_ABAV01035543_ABAV01035543.1,Bacillus cereus m1293 (taxid 526973),904,0:27 1239:4 0:5 526973:4 0:69 A:34 0:727
C,ENA_ABAV01035561_ABAV01035561.1,Clostridium botulinum (taxid 1491),857,0:160 526973:5 0:4 1239:4 526973:2 0:5 526973:1 0:126 526969:5 131567:49 0:10 131567:1 0:29 131567:1 0:11 131567:5 0:10 131567:2 0:52 131567:5 0:1 1491:1 0:3 1491:5 0:137 1491:5 0:24 1239:1 0:1 1239:5 0:3 1239:1 0:149
C,ENA_ABAV01035562_ABAV01035562.1,Clostridium botulinum (taxid 1491),1066,0:17 2057025:1 0:1 1:7 2:1 1:5 0:276 1491:3 0:5 131567:3 1491:4 0:709
C,ENA_ABAV01035563_ABAV01035563.1,Clostridium botulinum (taxid 1491),1509,9606:8 0:37 1491:1 0:289 131567:77 9606:9 0:92 2:2 0:5 1239:2 2:5 131567:49 1491:14 0:36 A:34 0:136 9606:4 0:62 131567:6 0:6 1491:1 0:36 9606:8 131567:2 1491:21 0:533
C,ENA_ABAV01035564_ABAV01035564.1,Delftia acidovorans SPH-1 (taxid 398578),1006,1224:9 2:5 1224:2 80865:3 1224:3 80865:31 398578:21 80865:2 398578:8 80865:23 0:4 80865:5 398578:20 80865:15 80866:5 0:26 180282:6 80865:9 0:3 80865:5 0:2 80840:1 0:16 80865:1 0:6 80865:28 0:3 80866:3 0:12 180282:5 0:1 180282:3 0:5 180282:4 0:1 180282:3 0:11 180282:4 0:5 80865:7 80866:42 0:2 180282:5 0:13 398578:5 0:5 398578:5 80865:70 80866:7 80865:5 80866:10 80865:1 80866:9 80865:6 0:59 80865:2 0:26 80865:65 180282:10 80865:3 180282:2 80865:8 1224:2 180282:4 80840:5 80865:6 180282:6 80865:83 80866:22 80865:1 80866:5 80865:10 80866:20 80865:5 80866:6 80865:37 180282:1 80840:5 2:1 180282:13 0:8 80866:11 80865:7 80866:3 80865:25
C,ENA_ABAV01035565_ABAV01035565.1,Delftia acidovorans SPH-1 (taxid 398578),882,80865:51 80864:10 80865:1 80864:5 80865:63 80864:10 80865:37 131567:7 80865:4 80864:1 80840:2 80864:7 80865:42 80840:5 80864:5 80865:9 0:17 80840:3 535289:5 80840:1 0:5 80840:4 80864:1 80840:7 28216:5 80864:6 80840:5 80864:17 80840:5 80864:26 80840:1 80864:4 742013:9 80865:2 742013:1 80865:1 742013:17 80865:5 80864:7 2:15 80840:4 2109913:4 1224:10 152480:3 1224:2 2:7 80840:9 80864:5 80865:5 80864:3 80865:4 0:26 80865:46 80840:5 1224:3 80840:5 28216:5 80840:5 398578:41 80865:1 80864:1 80865:2 2:5 80864:9 80865:1 80864:6 80865:63 80864:1 80866:9 80865:3 80866:1 80865:1 80864:5 80865:7 80864:7 80866:1 80865:27 80864:3 0:32 80865:34 80864:9
C,ENA_ABAV01035619_ABAV01035619.1,Clostridium botulinum (taxid 1491),894,0:698 1491:4 131567:3 0:5 1491:3 0:35 2057025:4 0:108
C,ENA_ABAV01035626_ABAV01035626.1,Cyanothece sp. PCC 7425 (taxid 395961),4447,0:503 9606:1 0:1 9606:2 0:3295 395961:5 0:606
C,ENA_ABAV01035645_ABAV01035645.1,Delftia sp. Cs1-4 (taxid 742013),964,80865:5 0:20 80865:4 0:7 80865:40 0:22 80865:1 0:7 80865:9 0:22 80865:1 0:7 80865:24 80864:16 0:2 80864:5 0:14 80865:2 0:10 80865:58 80866:7 80865:5 0:16 80865:37 80840:10 80864:7 80865:104 0:24 80865:1 285:3 80864:7 80865:1 80864:20 80865:14 742013:14 80864:10 80865:94 1224:5 80840:15 80865:109 742013:29 A:34 0:24 80865:59 0:5
C,ENA_ABAV01035646_ABAV01035646.1,Delftia sp. Cs1-4 (taxid 742013),1001,0:48 80865:105 0:26 80865:1 0:7 80865:68 1224:2 80864:5 80865:11 1920191:3 80865:5 1920191:6 0:22 80865:2 0:6 742013:9 80865:2 742013:8 0:31 80865:6 742013:32 80865:41 398578:6 80865:1 398578:7 0:2 398578:5 0:12 80865:1 0:12 80865:46 2:4 1224:15 28216:1 80864:2 80840:1 1224:5 80864:7 1224:3 80865:36 742013:3 0:28 1224:4 163011:5 0:34 180282:1 0:12 80865:12 0:39 80865:3 0:12 1920191:2 0:7 1920191:6 80865:19 398578:5 80865:3 398578:9 0:21 80840:130
C,ENA_ABAV01035655_ABAV01035655.1,Delftia acidovorans (taxid 80866),866,80864:3 80865:5 80864:28 80865:9 80864:1 80865:9 80864:11 80865:11 80864:3 80865:7 80864:3 80865:30 80864:39 80865:9 80864:12 80865:5 80864:15 80865:53 80864:25 80865:7 80864:17 80865:3 80864:5 80865:34 80866:5 80865:88 0:26 80865:59 80864:5 80865:113 1224:1 80865:63 1224:5 80865:34 80840:6 80865:8 0:31 80864:1 80865:5 80864:6 80865:5 180282:1 0:26
C,ENA_ABAV01035656_ABAV01035656.1,Delftia acidovorans SPH-1 (taxid 398578),984,80865:10 1920191:3 80865:5 1920191:1 80865:3 1920191:12 80865:5 0:2 180282:5 1920191:2 0:15 80865:2 1224:5 80865:1 1224:5 80865:51 1920191:7 80865:161 398578:6 80865:3 398578:22 80865:15 80864:4 80865:2 1224:15 0:6 1484693:4 1034889:6 80865:2 1224:6 80840:1 80865:45 80864:14 28216:19 80840:5 80864:4 80865:8 80864:1 80865:17 80864:1 80865:24 1224:9 75612:4 286:4 1224:3 47878:5 136843:2 119060:5 80840:4 28216:9 80865:5 1224:3 80865:11 1224:4 80865:5 80840:4 2:8 80864:5 80865:6 80864:7 80865:12 80864:2 80865:13 80840:7 80865:5 1224:9 80840:4 28216:11 1224:1 80840:8 80864:5 80840:1 80864:8 80840:5 80864:6 80865:3 80864:5 80865:42 80864:6 80865:28 80866:17 80865:17 398578:9 1224:5 398578:4 28216:5 1224:5 80865:44 1920191:1 80865:1 1920191:5 1224:3 1920191:10 80865:1 0:1 80865:5 0:1 1920191:1 80865:6
C,ENA_ABAV01035657_ABAV01035657.1,Delftia acidovorans SPH-1 (taxid 398578),874,0:3 80865:6 1224:8 2:5 80840:1 1224:1 2:22 80864:1 80840:10 80865:1 80840:5 80865:20 80864:1 80865:5 80864:6 80865:6 2:6 80864:5 80840:8 2:1 80840:1 80865:15 80864:2 80865:7 80864:2 2:15 80864:1 80865:5 80840:1 80864:8 80865:34 80864:3 80840:10 2:1 1224:1 80840:1 2:3 1224:3 80865:3 1224:5 80865:1 2:5 80865:1 80864:2 80865:14 80840:3 80864:5 2:20 1224:6 2:5 80864:1 1224:3 2:6 1224:5 2:7 1224:14 80865:5 1224:5 80865:6 2:10 1224:10 80865:18 1224:9 80865:4 398578:3 80865:5 398578:12 80864:1 398578:6 2:13 1:6 80864:2 1658672:3 398578:5 80864:1 80865:4 0:2 80865:54 80864:5 80865:21 80864:9 80865:9 2:15 80865:97 80864:5 80865:22 1224:1 80865:9 1224:4 80865:2 80840:5 2:7 80864:1 80865:4 80864:7 80865:6 1920191:3 80865:6 1920191:16 2:1 80865:4 2:7 80865:5 80864:2 80865:27 2:7 80865:1 1224:5 80865:2 80864:1
C,ENA_ABAV01035658_ABAV01035658.1,Delftia sp. Cs1-4 (taxid 742013),1212,80865:5 742013:3 80865:5 742013:18 80865:8 742013:4 80865:3 742013:11 80865:127 742013:1 80865:4 742013:24 80865:36 742013:4 80865:4 742013:23 80865:59 0:1 80865:1 0:5 80865:1 0:14 742013:5 0:2 742013:8 0:21 742013:1 0:9 742013:15 0:7 1920191:16 80865:244 0:3 80865:4 0:3 396588:5 28216:5 2109913:4 0:6 1920191:6 0:1 1920191:1 0:7 80865:7 2:5 80865:6 398578:2 80865:13 398578:5 80865:28 80864:6 80865:25 0:5 80865:2 0:24 80865:53 742013:9 80864:1 742013:5 80865:2 742013:14 80865:75 0:22 119060:3 80840:2 80865:11 80864:7 80865:1 80864:7 80865:33 80866:10 80865:2 80866:5 80864:18 80865:5 80864:5 80865:26
C,ENA_ABAV01035675_ABAV01035675.1,Providencia sneebia DSM 19967 (taxid 1141660),714,0:82 43662:4 0:5 359:4 0:16 318683:5 0:83 1141660:9 1236:2 0:470
C,ENA_ABAV01035676_ABAV01035676.1,Gammaproteobacteria (taxid 1236),1053,0:664 50719:5 0:8 1212491:5 93973:3 0:334
C,ENA_ABAV01035685_ABAV01035685.1,Delftia acidovorans SPH-1 (taxid 398578),696,0:1 80865:70 398578:16 80866:17 80865:70 1920191:4 80865:3 0:9 80865:5 0:18 80865:1 0:7 80865:35 1920191:5 742013:1 0:1 80865:5 742013:5 80865:1 742013:10 80865:3 742013:5 0:3 80865:5 0:24 80865:14 398578:33 80865:5 398578:5 80865:38 0:5 80865:2 0:12 80865:3 0:8 80865:178 0:2 80865:5 0:25 80865:1 0:2
C,ENA_ABAV01035686_ABAV01035686.1,Delftia acidovorans SPH-1 (taxid 398578),741,0:6 80865:166 0:5 80865:3 0:12 80865:2 0:10 1920191:10 80865:73 0:5 80865:5 0:16 80865:1 0:7 80865:75 0:11 80865:1 0:10 80865:5 0:5 80865:79 0:5 80865:5 0:5 398578:7 80865:5 398578:3 80865:86 80866:5 80865:1 0:20 80865:5 0:1 80865:52
C,ENA_ABAV01035692_ABAV01035692.1,Clostridium botulinum (taxid 1491),823,0:5 A:34 0:37 1491:1 0:74 9606:4 0:149 2:1 0:56 1491:14 131567:49 2:5 1239:2 0:5 2:2 0:92 9606:9 131567:77 0:130 526973:5 131567:5 9606:4 0:29
C,ENA_ABAV01035693_ABAV01035693.1,Bacillus cereus m1293 (taxid 526973),761,0:82 1491:1 0:37 9606:15 0:161 9606:12 131567:46 526973:23 0:33 526973:3 0:28 526973:3 0:3 131567:6 526973:10 9606:11 0:253
C,ENA_ABAV01035694_ABAV01035694.1,Spirosoma sp. HA7 (taxid 2057025),705,0:258 1:5 2:1 1:7 0:1 2057025:1 0:396 A:2 
C,ENA_ABAV01035697_ABAV01035697.1,Pseudomonas rhizosphaerae (taxid 216142),843,0:309 1643450:4 0:194 286:1 216142:5 0:3 286:1 0:154 266265:2 0:136
C,ENA_ABAV01035718_ABAV01035718.1,Delftia sp. Cs1-4 (taxid 742013),734,80865:43 80840:11 80864:8 80840:5 398578:22 80865:11 1920191:12 80865:1 1920191:11 80865:51 80864:9 80865:94 80864:2 80865:10 742013:6 80865:3 742013:1 80864:11 80840:4 80864:1 80840:11 80865:16 1224:3 80865:64 80840:1 1224:5 80840:5 80865:10 2:5 80865:5 80840:5 80865:2 0:3 285:5 0:4 80865:1 0:11 80865:2 0:3 80865:88 0:30 742013:23 0:11 742013:1 358220:5 80865:3 80864:7 80865:3 80864:8 80865:1 80840:4 80865:6 80864:1 A:32 
C,ENA_ABAV01035719_ABAV01035719.1,Delftia acidovorans SPH-1 (taxid 398578),1195,80865:23 1224:2 28216:4 80865:26 80864:4 80865:1 80864:4 1224:5 80864:2 80865:10 80864:1 80865:9 80864:5 80865:35 80840:5 80865:7 80864:9 80865:23 80864:5 80865:7 2:5 1224:5 2:6 80865:36 742013:5 80865:2 742013:7 80865:124 0:5 80865:1 0:19 80865:5 398578:15 80865:2 398578:7 80865:33 1224:9 80864:1 1224:5 80864:13 80865:3 80864:5 80865:14 1224:1 80865:30 80840:5 80865:8 2:5 80865:66 0:4 80865:5 0:4 80870:1 0:1 80870:2 80864:5 80870:2 80864:2 80870:4 80866:14 80865:1 80866:6 80865:6 80866:9 80865:3 80866:7 80865:1 80864:5 80865:10 1224:1 80865:32 398578:14 80865:1 398578:5 80865:154 2:13 1224:11 80865:54 80864:5 80865:16 80864:1 80865:39 80840:5 0:28 80865:44 0:17
C,ENA_ABAV01035720_ABAV01035720.1,Clostridium botulinum (taxid 1491),777,0:26 A:34 0:34 131567:6 0:6 1491:1 0:44 131567:1 0:1 1491:1 0:10 1491:7 0:572
C,ENA_ABAV01035721_ABAV01035721.1,Bacillus cereus m1293 (taxid 526973),1007,0:80 131567:3 526973:5 131567:15 526973:4 0:15 526973:4 0:1 526973:7 1396:1 1:13 1396:18 1239:2 1396:7 131567:4 1239:10 0:784
C,ENA_ABAV01035722_ABAV01035722.1,Pseudomonas resinovorans NBRC 106553 (taxid 1245471),1054,0:29 286:1 0:5 286:1 0:286 1245471:5 0:120 286:3 0:570
C,ENA_ABAV01035723_ABAV01035723.1,Pseudomonas putida (taxid 303),1077,0:362 1236:5 1224:3 0:4 1224:8 0:18 237610:2 0:25 32008:1 0:79 137722:1 536:5 28216:6 0:4 1385591:3 1538553:5 286:2 0:7 1224:2 1678678:5 286:4 1224:7 1236:5 1224:19 0:2 2025949:2 1224:5 2:2 0:12 1905730:2 1224:5 0:8 87882:5 0:19 303:5 359110:1 0:75 303:1 0:265 136849:5 0:47
C,ENA_ABAV01035724_ABAV01035724.1,Pseudomonas (taxid 286),1063,0:21 1224:5 1458425:2 0:101 A:34 0:512 286:5 2:5 0:29 286:28 0:18 286:5 879274:4 286:7 0:5 237609:3 286:7 198620:5 0:4 286:3 0:47 286:3 0:2 1236:16 286:27 136843:1 286:6 0:2 743713:5 286:5 587753:5 0:1 587753:1 0:20 286:1 0:49 1324960:4 0:18 76759:5 0:8
C,ENA_ABAV01035725_ABAV01035725.1,Pseudomonas mendocina S5.2 (taxid 1225174),914,0:207 300:5 0:80 1245471:5 0:158 300:4 286:2 300:5 0:122 286:1 0:1 286:2 0:5 286:17 0:170 1898684:2 286:12 1898684:1 0:19 300:5 1225174:5 0:7 1236:1 286:5 407:1 0:4 436515:5 0:29
C,ENA_ABAV01035735_ABAV01035735.1,Clostridium botulinum (taxid 1491),863,0:280 A:34 0:8 1491:21 131567:2 9606:8 0:36 1491:1 0:6 131567:6 0:62 9606:4 0:149 2:1 0:56 1491:14 131567:49 2:5 1239:2 131567:5 2:2 0:78
C,ENA_ABAV01035743_ABAV01035743.1,Pseudomonas (taxid 286),939,0:199 587753:2 0:2 286:5 0:30 43263:2 0:124 286:5 0:9 286:5 0:10 286:3 0:5 286:2 1225174:5 286:3 0:251 286:5 0:1 286:3 0:7 995085:1 0:11 1301098:2 0:14 1898684:2 0:95 317:3 1224:4 0:63 1981174:5 0:27
C,ENA_ABAV01035744_ABAV01035744.1,Pseudomonas syringae CC1557 (taxid 1357279),1186,286:5 1855331:4 0:11 200450:8 286:12 0:5 286:1 0:14 286:5 191390:1 286:11 135621:1 286:21 359110:1 286:16 359110:2 0:1 286:3 0:138 286:3 200450:4 136843:5 286:1 587753:5 286:10 0:2 286:4 0:26 1225174:1 0:1 1274359:18 0:109 286:2 0:25 286:10 95300:9 1224:5 0:1 136849:6 1357279:1 286:3 1357279:13 0:7 286:3 2045200:5 0:5 286:5 0:10 1930532:1 0:1 1930532:5 0:1 1930532:5 0:6 1224:7 1236:5 0:13 135621:3 136849:2 286:7 135621:5 286:4 135621:6 1224:7 286:4 135621:2 0:5 135621:2 0:24 286:2 1881017:2 0:8 286:4 0:10 2054919:2 0:11 1930532:4 0:13 286:1 0:27 46677:1 399739:5 0:40 1441629:2 0:1 1441629:5 0:3 1149133:2 0:111 1224:1 286:5 198620:1 0:217
