index,identifiers,gc,length,acti_mapped.sorted_cov,bestsumorder_phylum
2139,ENA_WAHB01002140_WAHB01002140.1,0.3578,12680,353.2467,no-hit
2140,ENA_WAHB01002141_WAHB01002141.1,0.3231,12551,263.3404,no-hit
2141,ENA_WAHB01002142_WAHB01002142.1,0.4039,12604,235.6884,Cnidaria
2142,ENA_WAHB01002143_WAHB01002143.1,0.3659,12694,370.8034,no-hit
2143,ENA_WAHB01002144_WAHB01002144.1,0.3669,12607,275.7768,no-hit
2144,ENA_WAHB01002145_WAHB01002145.1,0.3583,19397,360.3354,no-hit
2145,ENA_WAHB01002146_WAHB01002146.1,0.4157,12603,893.13,no-hit
2146,ENA_WAHB01002147_WAHB01002147.1,0.3883,12592,435.2065,no-hit
2147,ENA_WAHB01002148_WAHB01002148.1,0.3562,13207,230.5,no-hit
2148,ENA_WAHB01002149_WAHB01002149.1,0.3792,12399,419.0958,no-hit
2149,ENA_WAHB01002150_WAHB01002150.1,0.3794,12689,478.9567,no-hit
2150,ENA_WAHB01002151_WAHB01002151.1,0.3771,12429,296.2575,Chordata
2151,ENA_WAHB01002152_WAHB01002152.1,0.3616,11797,645.1647,no-hit
2152,ENA_WAHB01002153_WAHB01002153.1,0.3147,12687,255.2723,no-hit
2153,ENA_WAHB01002154_WAHB01002154.1,0.3631,12287,210.0218,no-hit
2154,ENA_WAHB01002155_WAHB01002155.1,0.3625,12302,365.8077,no-hit
2155,ENA_WAHB01002156_WAHB01002156.1,0.3592,12296,213.8247,no-hit
2156,ENA_WAHB01002157_WAHB01002157.1,0.3843,12359,305.154,no-hit
2157,ENA_WAHB01002158_WAHB01002158.1,0.3859,12190,260.5065,no-hit
2158,ENA_WAHB01002159_WAHB01002159.1,0.361,11887,243.0351,no-hit
2159,ENA_WAHB01002160_WAHB01002160.1,0.3996,12233,193.8179,no-hit
2160,ENA_WAHB01002161_WAHB01002161.1,0.3348,12168,244.2539,no-hit
2161,ENA_WAHB01002162_WAHB01002162.1,0.3676,13062,514.4147,no-hit
2162,ENA_WAHB01002163_WAHB01002163.1,0.3692,12218,168.4309,no-hit
2163,ENA_WAHB01002164_WAHB01002164.1,0.3633,12032,47419.7961,no-hit
2164,ENA_WAHB01002165_WAHB01002165.1,0.3403,12016,452.0536,no-hit
2165,ENA_WAHB01002166_WAHB01002166.1,0.3828,12095,425.3449,Cnidaria
2166,ENA_WAHB01002167_WAHB01002167.1,0.3751,12048,251.8116,no-hit
2167,ENA_WAHB01002168_WAHB01002168.1,0.3721,12111,203.7567,no-hit
2168,ENA_WAHB01002169_WAHB01002169.1,0.3787,12010,187.141,no-hit
2169,ENA_WAHB01002170_WAHB01002170.1,0.392,12341,251.642,no-hit
2170,ENA_WAHB01002171_WAHB01002171.1,0.3882,12057,276.1767,no-hit
2171,ENA_WAHB01002172_WAHB01002172.1,0.363,11987,233.741,no-hit
2172,ENA_WAHB01002173_WAHB01002173.1,0.3639,10423,1369.8399,no-hit
2173,ENA_WAHB01002174_WAHB01002174.1,0.3651,12097,225.6014,Cnidaria
2174,ENA_WAHB01002175_WAHB01002175.1,0.3749,12125,316.8801,no-hit
2175,ENA_WAHB01002176_WAHB01002176.1,0.3674,11910,461.0404,no-hit
2176,ENA_WAHB01002177_WAHB01002177.1,0.3646,11947,218.8977,Cnidaria
2177,ENA_WAHB01002178_WAHB01002178.1,0.3689,11738,14811.6045,Cnidaria
2178,ENA_WAHB01002179_WAHB01002179.1,0.4281,11761,2613.4875,no-hit
2179,ENA_WAHB01002180_WAHB01002180.1,0.3529,12204,339.2634,no-hit
2180,ENA_WAHB01002181_WAHB01002181.1,0.3432,12030,222.1721,no-hit
2181,ENA_WAHB01002182_WAHB01002182.1,0.3513,13023,205.0885,no-hit
2182,ENA_WAHB01002183_WAHB01002183.1,0.3839,11801,411.6708,no-hit
2183,ENA_WAHB01002184_WAHB01002184.1,0.392,12854,210.5711,no-hit
2184,ENA_WAHB01002185_WAHB01002185.1,0.3847,8593,218.5247,no-hit
2185,ENA_WAHB01002186_WAHB01002186.1,0.4332,11744,2099.9844,no-hit
2186,ENA_WAHB01002187_WAHB01002187.1,0.3992,11698,316.2888,no-hit
2187,ENA_WAHB01002188_WAHB01002188.1,0.4092,11575,1069.719,no-hit
2188,ENA_WAHB01002189_WAHB01002189.1,0.3664,11635,286.771,no-hit
2189,ENA_WAHB01002190_WAHB01002190.1,0.3832,11702,122.5863,no-hit
2190,ENA_WAHB01002191_WAHB01002191.1,0.3695,11636,297.0575,no-hit
2191,ENA_WAHB01002192_WAHB01002192.1,0.3595,12555,300.1106,no-hit
2192,ENA_WAHB01002193_WAHB01002193.1,0.3673,11692,240.8937,no-hit
2193,ENA_WAHB01002194_WAHB01002194.1,0.36,11339,662.1642,no-hit
2194,ENA_WAHB01002195_WAHB01002195.1,0.3871,11436,383.7511,no-hit
2195,ENA_WAHB01002196_WAHB01002196.1,0.4563,11468,1257.8961,no-hit
2196,ENA_WAHB01002197_WAHB01002197.1,0.3836,19907,287.7292,no-hit
2197,ENA_WAHB01002198_WAHB01002198.1,0.3676,11453,306.6214,no-hit
2198,ENA_WAHB01002199_WAHB01002199.1,0.3498,11094,164.0347,no-hit
2199,ENA_WAHB01002200_WAHB01002200.1,0.3544,11320,223.9501,Brachiopoda
2200,ENA_WAHB01002201_WAHB01002201.1,0.4071,11366,368.8137,Cnidaria
2201,ENA_WAHB01002202_WAHB01002202.1,0.3578,11301,165.8879,no-hit
2202,ENA_WAHB01002203_WAHB01002203.1,0.3833,11094,321.7707,no-hit
2203,ENA_WAHB01002204_WAHB01002204.1,0.387,11262,2664.1348,no-hit
2204,ENA_WAHB01002205_WAHB01002205.1,0.3339,11086,2049.1395,no-hit
2205,ENA_WAHB01002206_WAHB01002206.1,0.3707,11240,199.3769,no-hit
2206,ENA_WAHB01002207_WAHB01002207.1,0.3731,11342,284.2007,no-hit
2207,ENA_WAHB01002208_WAHB01002208.1,0.3879,11272,504.0053,Cnidaria
2208,ENA_WAHB01002209_WAHB01002209.1,0.3704,11111,570.5692,no-hit
2209,ENA_WAHB01002210_WAHB01002210.1,0.3625,11631,268.071,Cnidaria
2210,ENA_WAHB01002211_WAHB01002211.1,0.3755,11211,364.3875,no-hit
2211,ENA_WAHB01002212_WAHB01002212.1,0.3715,12251,123.8775,no-hit
2212,ENA_WAHB01002213_WAHB01002213.1,0.419,13615,438.9506,no-hit
2213,ENA_WAHB01002214_WAHB01002214.1,0.3631,11140,134.811,no-hit
2214,ENA_WAHB01002215_WAHB01002215.1,0.3681,10827,152.9904,no-hit
2215,ENA_WAHB01002216_WAHB01002216.1,0.3954,11149,503.4973,no-hit
2216,ENA_WAHB01002217_WAHB01002217.1,0.3751,10960,308.5197,no-hit
2217,ENA_WAHB01002218_WAHB01002218.1,0.3826,11059,328.111,no-hit
2218,ENA_WAHB01002219_WAHB01002219.1,0.3606,14165,184.1402,no-hit
2219,ENA_WAHB01002220_WAHB01002220.1,0.4072,11052,151.9266,no-hit
2220,ENA_WAHB01002221_WAHB01002221.1,0.3656,10707,450.8183,no-hit
2221,ENA_WAHB01002222_WAHB01002222.1,0.3766,10906,636.4154,no-hit
2222,ENA_WAHB01002223_WAHB01002223.1,0.3818,10871,493.8525,no-hit
2223,ENA_WAHB01002224_WAHB01002224.1,0.3785,10963,244.6038,no-hit
2224,ENA_WAHB01002225_WAHB01002225.1,0.3708,11012,165.8219,no-hit
2225,ENA_WAHB01002226_WAHB01002226.1,0.4589,10985,1499.4291,no-hit
2226,ENA_WAHB01002227_WAHB01002227.1,0.3508,10946,379.3496,Cnidaria
2227,ENA_WAHB01002228_WAHB01002228.1,0.3742,10836,498.0946,no-hit
2228,ENA_WAHB01002229_WAHB01002229.1,0.3889,10773,264.2966,Cnidaria
2229,ENA_WAHB01002230_WAHB01002230.1,0.3768,10848,254.9687,no-hit
2230,ENA_WAHB01002231_WAHB01002231.1,0.3426,11007,365.9613,Cnidaria
2231,ENA_WAHB01002232_WAHB01002232.1,0.369,12460,441.138,no-hit
2232,ENA_WAHB01002233_WAHB01002233.1,0.3823,10738,277.2843,no-hit
2233,ENA_WAHB01002234_WAHB01002234.1,0.3734,10752,117.5133,no-hit
2234,ENA_WAHB01002235_WAHB01002235.1,0.4384,10769,951.1847,no-hit
2235,ENA_WAHB01002236_WAHB01002236.1,0.3597,10735,647.0023,no-hit
2236,ENA_WAHB01002237_WAHB01002237.1,0.3827,10833,253.5485,no-hit
2237,ENA_WAHB01002238_WAHB01002238.1,0.3651,10759,322.5341,no-hit
2238,ENA_WAHB01002239_WAHB01002239.1,0.3815,10838,315.6143,no-hit
2239,ENA_WAHB01002240_WAHB01002240.1,0.3577,8372,1172.5169,no-hit
2240,ENA_WAHB01002241_WAHB01002241.1,0.4139,13203,1760.6242,no-hit
2241,ENA_WAHB01002242_WAHB01002242.1,0.3734,10308,228.0097,Cnidaria
2242,ENA_WAHB01002243_WAHB01002243.1,0.3508,10807,798.5039,no-hit
2243,ENA_WAHB01002244_WAHB01002244.1,0.3502,10526,1184.0462,no-hit
2244,ENA_WAHB01002245_WAHB01002245.1,0.3571,10480,415.0608,no-hit
2245,ENA_WAHB01002246_WAHB01002246.1,0.362,10440,156.2893,no-hit
2246,ENA_WAHB01002247_WAHB01002247.1,0.3557,10534,268.9163,Cnidaria
2247,ENA_WAHB01002248_WAHB01002248.1,0.3459,10509,169.3512,Cnidaria
2248,ENA_WAHB01002249_WAHB01002249.1,0.4043,10520,1235.5241,no-hit
2249,ENA_WAHB01002250_WAHB01002250.1,0.3735,10423,257.2075,no-hit
2250,ENA_WAHB01002251_WAHB01002251.1,0.3658,10462,128.3193,no-hit
2251,ENA_WAHB01002252_WAHB01002252.1,0.4633,10416,2937.2267,no-hit
2252,ENA_WAHB01002253_WAHB01002253.1,0.3732,13336,232.8267,no-hit
2253,ENA_WAHB01002254_WAHB01002254.1,0.3641,10612,335.5228,no-hit
2254,ENA_WAHB01002255_WAHB01002255.1,0.3635,10350,184.6003,no-hit
2255,ENA_WAHB01002256_WAHB01002256.1,0.4074,10412,464.5832,no-hit
2256,ENA_WAHB01002257_WAHB01002257.1,0.3753,10407,528.4526,no-hit
2257,ENA_WAHB01002258_WAHB01002258.1,0.3745,10312,238.6854,no-hit
2258,ENA_WAHB01002259_WAHB01002259.1,0.3728,10437,309.5742,no-hit
2259,ENA_WAHB01002260_WAHB01002260.1,0.4315,10086,2089.8622,no-hit
2260,ENA_WAHB01002261_WAHB01002261.1,0.3568,10245,239.0954,no-hit
2261,ENA_WAHB01002262_WAHB01002262.1,0.4156,10144,489.1177,no-hit
2262,ENA_WAHB01002263_WAHB01002263.1,0.3494,10007,344.0167,Cnidaria
2263,ENA_WAHB01002264_WAHB01002264.1,0.3724,10282,335.3185,no-hit
2264,ENA_WAHB01002265_WAHB01002265.1,0.3606,9224,169.5798,no-hit
2265,ENA_WAHB01002266_WAHB01002266.1,0.3849,10165,284.9313,no-hit
2266,ENA_WAHB01002267_WAHB01002267.1,0.3739,10270,270.0626,Cnidaria
2267,ENA_WAHB01002268_WAHB01002268.1,0.3544,10088,102.8528,no-hit
2268,ENA_WAHB01002269_WAHB01002269.1,0.363,17493,148.1936,Cnidaria
2269,ENA_WAHB01002270_WAHB01002270.1,0.3976,10007,613.0235,no-hit
2270,ENA_WAHB01002271_WAHB01002271.1,0.3486,10069,102.6239,no-hit
2271,ENA_WAHB01002272_WAHB01002272.1,0.3455,10054,192.3916,no-hit
2272,ENA_WAHB01002273_WAHB01002273.1,0.3471,7037,311.1855,no-hit
2273,ENA_WAHB01002274_WAHB01002274.1,0.3565,10034,395.1149,Cnidaria
2274,ENA_WAHB01002275_WAHB01002275.1,0.3622,9622,353.3771,no-hit
2275,ENA_WAHB01002276_WAHB01002276.1,0.3469,9840,112.0836,no-hit
2276,ENA_WAHB01002277_WAHB01002277.1,0.3981,9949,296.5126,no-hit
2277,ENA_WAHB01002278_WAHB01002278.1,0.3773,9933,195.943,Cnidaria
2278,ENA_WAHB01002279_WAHB01002279.1,0.387,9954,259.7967,no-hit
2279,ENA_WAHB01002280_WAHB01002280.1,0.3533,9834,112.6545,no-hit
2280,ENA_WAHB01002281_WAHB01002281.1,0.3717,9969,388.3017,Cnidaria
2281,ENA_WAHB01002282_WAHB01002282.1,0.3401,9833,237.5289,no-hit
2282,ENA_WAHB01002283_WAHB01002283.1,0.3943,9980,319.6222,no-hit
2283,ENA_WAHB01002284_WAHB01002284.1,0.3774,9886,609.4773,no-hit
2284,ENA_WAHB01002285_WAHB01002285.1,0.4001,9757,1831.5174,no-hit
2285,ENA_WAHB01002286_WAHB01002286.1,0.3604,9897,272.3544,no-hit
2286,ENA_WAHB01002287_WAHB01002287.1,0.3719,9837,260.7484,no-hit
2287,ENA_WAHB01002288_WAHB01002288.1,0.4115,9939,3068.0737,Cnidaria
2288,ENA_WAHB01002289_WAHB01002289.1,0.367,7411,489.0821,no-hit
2289,ENA_WAHB01002290_WAHB01002290.1,0.3865,9685,2323.8152,no-hit
2290,ENA_WAHB01002291_WAHB01002291.1,0.3334,9878,235.7345,no-hit
2291,ENA_WAHB01002292_WAHB01002292.1,0.3527,10338,285.3717,no-hit
2292,ENA_WAHB01002293_WAHB01002293.1,0.4031,9826,720.6364,Cnidaria
2293,ENA_WAHB01002294_WAHB01002294.1,0.3704,10608,1308.2257,no-hit
2294,ENA_WAHB01002295_WAHB01002295.1,0.3456,12638,439.5575,no-hit
2295,ENA_WAHB01002296_WAHB01002296.1,0.3337,9807,357.4629,no-hit
2296,ENA_WAHB01002297_WAHB01002297.1,0.4048,9711,311.3475,no-hit
2297,ENA_WAHB01002298_WAHB01002298.1,0.4011,9663,562.0911,no-hit
2298,ENA_WAHB01002299_WAHB01002299.1,0.5461,9622,648.5163,no-hit
2299,ENA_WAHB01002300_WAHB01002300.1,0.3664,9730,564.2206,no-hit
2300,ENA_WAHB01002301_WAHB01002301.1,0.3954,9522,356.3956,no-hit
2301,ENA_WAHB01002302_WAHB01002302.1,0.3654,9775,301.6261,Cnidaria
2302,ENA_WAHB01002303_WAHB01002303.1,0.3751,9575,320.2644,no-hit
2303,ENA_WAHB01002304_WAHB01002304.1,0.3707,9611,213.7008,no-hit
2304,ENA_WAHB01002305_WAHB01002305.1,0.4585,9483,991.7784,no-hit
2305,ENA_WAHB01002306_WAHB01002306.1,0.4255,9313,3041.4472,no-hit
2306,ENA_WAHB01002307_WAHB01002307.1,0.3746,9469,250.5051,no-hit
2307,ENA_WAHB01002308_WAHB01002308.1,0.3922,9670,305.59,Cnidaria
2308,ENA_WAHB01002309_WAHB01002309.1,0.4307,9534,625.7165,no-hit
2309,ENA_WAHB01002310_WAHB01002310.1,0.358,10206,167.2303,Cnidaria
2310,ENA_WAHB01002311_WAHB01002311.1,0.3655,9144,956.3573,no-hit
2311,ENA_WAHB01002312_WAHB01002312.1,0.3466,9366,128.5078,no-hit
2312,ENA_WAHB01002313_WAHB01002313.1,0.3877,9378,407.7867,no-hit
2313,ENA_WAHB01002314_WAHB01002314.1,0.3853,9483,292.8057,no-hit
2314,ENA_WAHB01002315_WAHB01002315.1,0.3808,9285,374.6786,no-hit
2315,ENA_WAHB01002316_WAHB01002316.1,0.3492,9373,263.0575,no-hit
2316,ENA_WAHB01002317_WAHB01002317.1,0.3379,9335,201.4229,no-hit
2317,ENA_WAHB01002318_WAHB01002318.1,0.4215,9303,367.6015,no-hit
2318,ENA_WAHB01002319_WAHB01002319.1,0.3652,9166,225.6689,Cnidaria
2319,ENA_WAHB01002320_WAHB01002320.1,0.3562,9331,120.2031,no-hit
2320,ENA_WAHB01002321_WAHB01002321.1,0.3896,8884,394.6932,no-hit
2321,ENA_WAHB01002322_WAHB01002322.1,0.3967,9209,359.4068,no-hit
2322,ENA_WAHB01002323_WAHB01002323.1,0.3621,9248,257.2413,no-hit
2323,ENA_WAHB01002324_WAHB01002324.1,0.3818,9210,247.3331,no-hit
2324,ENA_WAHB01002325_WAHB01002325.1,0.3559,5538,597.731,no-hit
2325,ENA_WAHB01002326_WAHB01002326.1,0.4317,9107,341.2808,no-hit
2326,ENA_WAHB01002327_WAHB01002327.1,0.4339,9173,3050.8764,no-hit
2327,ENA_WAHB01002328_WAHB01002328.1,0.3668,10830,442.3109,no-hit
2328,ENA_WAHB01002329_WAHB01002329.1,0.3807,9054,410.7684,no-hit
2329,ENA_WAHB01002330_WAHB01002330.1,0.3953,9110,329.155,no-hit
2330,ENA_WAHB01002331_WAHB01002331.1,0.3892,9092,191.5967,no-hit
2331,ENA_WAHB01002332_WAHB01002332.1,0.3279,8293,449.7127,no-hit
2332,ENA_WAHB01002333_WAHB01002333.1,0.3901,9288,1367.5852,no-hit
2333,ENA_WAHB01002334_WAHB01002334.1,0.3503,9008,184.9652,Cnidaria
2334,ENA_WAHB01002335_WAHB01002335.1,0.4159,8996,850.9405,Mollusca
2335,ENA_WAHB01002336_WAHB01002336.1,0.365,8973,245.3518,no-hit
2336,ENA_WAHB01002337_WAHB01002337.1,0.3821,8953,268.161,no-hit
2337,ENA_WAHB01002338_WAHB01002338.1,0.3974,8756,489.2064,Cnidaria
2338,ENA_WAHB01002339_WAHB01002339.1,0.3789,8878,192.7437,no-hit
2339,ENA_WAHB01002340_WAHB01002340.1,0.381,9135,516.5296,no-hit
2340,ENA_WAHB01002341_WAHB01002341.1,0.3739,8911,296.5632,no-hit
2341,ENA_WAHB01002342_WAHB01002342.1,0.4693,8778,1932.9511,no-hit
2342,ENA_WAHB01002343_WAHB01002343.1,0.39,9137,962.272,no-hit
2343,ENA_WAHB01002344_WAHB01002344.1,0.3705,8806,194.7286,no-hit
2344,ENA_WAHB01002345_WAHB01002345.1,0.37,8843,251.9308,no-hit
2345,ENA_WAHB01002346_WAHB01002346.1,0.3628,8844,246.8345,no-hit
2346,ENA_WAHB01002347_WAHB01002347.1,0.3708,8835,590.4223,no-hit
2347,ENA_WAHB01002348_WAHB01002348.1,0.3914,8588,731.3161,no-hit
2348,ENA_WAHB01002349_WAHB01002349.1,0.4756,8717,3292.5789,no-hit
2349,ENA_WAHB01002350_WAHB01002350.1,0.4123,8743,846.3688,Cnidaria
2350,ENA_WAHB01002351_WAHB01002351.1,0.4418,8551,10194.1059,no-hit
2351,ENA_WAHB01002352_WAHB01002352.1,0.3885,8786,138.9544,Cnidaria
2352,ENA_WAHB01002353_WAHB01002353.1,0.3789,8860,304.434,Cnidaria
2353,ENA_WAHB01002354_WAHB01002354.1,0.3745,8756,173.8055,no-hit
2354,ENA_WAHB01002355_WAHB01002355.1,0.3945,8752,582.0764,Cnidaria
2355,ENA_WAHB01002356_WAHB01002356.1,0.3917,8744,646.8025,no-hit
2356,ENA_WAHB01002357_WAHB01002357.1,0.3881,8772,136.5707,Cnidaria
2357,ENA_WAHB01002358_WAHB01002358.1,0.3881,8434,671.1836,no-hit
2358,ENA_WAHB01002359_WAHB01002359.1,0.3656,8781,555.9141,no-hit
2359,ENA_WAHB01002360_WAHB01002360.1,0.4639,8588,3029.6614,no-hit
2360,ENA_WAHB01002361_WAHB01002361.1,0.3486,8531,341.6574,no-hit
2361,ENA_WAHB01002362_WAHB01002362.1,0.377,8502,278.6851,Cnidaria
2362,ENA_WAHB01002363_WAHB01002363.1,0.3695,9135,239.5434,no-hit
2363,ENA_WAHB01002364_WAHB01002364.1,0.3874,11549,1192.5586,no-hit
2364,ENA_WAHB01002365_WAHB01002365.1,0.3688,8493,208.4706,no-hit
2365,ENA_WAHB01002366_WAHB01002366.1,0.3527,8587,310.3249,no-hit
2366,ENA_WAHB01002367_WAHB01002367.1,0.3526,8618,527.4806,no-hit
2367,ENA_WAHB01002368_WAHB01002368.1,0.4104,8411,1343.084,no-hit
2368,ENA_WAHB01002369_WAHB01002369.1,0.3872,8549,299.4213,no-hit
2369,ENA_WAHB01002370_WAHB01002370.1,0.4203,8508,304.0318,no-hit
2370,ENA_WAHB01002371_WAHB01002371.1,0.3704,8472,257.2759,no-hit
2371,ENA_WAHB01002372_WAHB01002372.1,0.4069,9785,2642.8868,no-hit
2372,ENA_WAHB01002373_WAHB01002373.1,0.4012,8359,300.1753,no-hit
2373,ENA_WAHB01002374_WAHB01002374.1,0.3745,8436,863.479,no-hit
2374,ENA_WAHB01002375_WAHB01002375.1,0.4043,8405,1474.1742,no-hit
2375,ENA_WAHB01002376_WAHB01002376.1,0.3809,8236,655.5709,no-hit
2376,ENA_WAHB01002377_WAHB01002377.1,0.388,8264,189.1405,no-hit
2377,ENA_WAHB01002378_WAHB01002378.1,0.377,10566,244.5405,no-hit
2378,ENA_WAHB01002379_WAHB01002379.1,0.3685,8291,258.0031,no-hit
2379,ENA_WAHB01002380_WAHB01002380.1,0.3846,8403,617.3687,no-hit
2380,ENA_WAHB01002381_WAHB01002381.1,0.3672,8239,363.9602,no-hit
2381,ENA_WAHB01002382_WAHB01002382.1,0.3685,8634,167.1402,no-hit
2382,ENA_WAHB01002383_WAHB01002383.1,0.4579,8173,1747.192,no-hit
2383,ENA_WAHB01002384_WAHB01002384.1,0.3708,8424,954.1435,no-hit
2384,ENA_WAHB01002385_WAHB01002385.1,0.3362,7398,627.6952,no-hit
2385,ENA_WAHB01002386_WAHB01002386.1,0.361,9805,141.7223,no-hit
2386,ENA_WAHB01002387_WAHB01002387.1,0.3707,8250,317.5006,no-hit
2387,ENA_WAHB01002388_WAHB01002388.1,0.3936,6932,3718.8156,no-hit
2388,ENA_WAHB01002389_WAHB01002389.1,0.356,8182,229.1238,no-hit
2389,ENA_WAHB01002390_WAHB01002390.1,0.3826,8225,410.433,no-hit
2390,ENA_WAHB01002391_WAHB01002391.1,0.3503,8140,253.2162,no-hit
2391,ENA_WAHB01002392_WAHB01002392.1,0.4173,8186,249.6077,no-hit
2392,ENA_WAHB01002393_WAHB01002393.1,0.301,7999,154.49,no-hit
2393,ENA_WAHB01002394_WAHB01002394.1,0.3572,7982,458.1267,no-hit
2394,ENA_WAHB01002395_WAHB01002395.1,0.3615,8121,170.3844,no-hit
2395,ENA_WAHB01002396_WAHB01002396.1,0.3687,8111,271.2769,no-hit
2396,ENA_WAHB01002397_WAHB01002397.1,0.3545,5278,241.3322,no-hit
2397,ENA_WAHB01002398_WAHB01002398.1,0.3827,8035,405.0647,no-hit
2398,ENA_WAHB01002399_WAHB01002399.1,0.3783,8042,267.0955,Cnidaria
2399,ENA_WAHB01002400_WAHB01002400.1,0.3962,8075,127.6286,no-hit
2400,ENA_WAHB01002401_WAHB01002401.1,0.349,8060,307.9583,no-hit
2401,ENA_WAHB01002402_WAHB01002402.1,0.4184,7997,542.9263,no-hit
2402,ENA_WAHB01002403_WAHB01002403.1,0.3679,7894,219.5289,no-hit
2403,ENA_WAHB01002404_WAHB01002404.1,0.3755,8024,430.4151,no-hit
2404,ENA_WAHB01002405_WAHB01002405.1,0.3816,7946,237.6269,Cnidaria
2405,ENA_WAHB01002406_WAHB01002406.1,0.344,8048,545.9021,no-hit
2406,ENA_WAHB01002407_WAHB01002407.1,0.3666,8080,228.1109,no-hit
2407,ENA_WAHB01002408_WAHB01002408.1,0.3882,7884,603.707,no-hit
2408,ENA_WAHB01002409_WAHB01002409.1,0.3767,8048,239.3159,no-hit
2409,ENA_WAHB01002410_WAHB01002410.1,0.3576,7963,156.177,no-hit
2410,ENA_WAHB01002411_WAHB01002411.1,0.3709,7609,187.6077,no-hit
2411,ENA_WAHB01002412_WAHB01002412.1,0.3584,7779,585.7175,no-hit
2412,ENA_WAHB01002413_WAHB01002413.1,0.3536,7861,281.0436,no-hit
2413,ENA_WAHB01002414_WAHB01002414.1,0.3616,7868,244.2907,no-hit
2414,ENA_WAHB01002415_WAHB01002415.1,0.4402,7821,5653.371,no-hit
2415,ENA_WAHB01002416_WAHB01002416.1,0.3564,7788,277.2801,no-hit
2416,ENA_WAHB01002417_WAHB01002417.1,0.3572,7735,305.904,no-hit
2417,ENA_WAHB01002418_WAHB01002418.1,0.3513,7686,231.8423,no-hit
2418,ENA_WAHB01002419_WAHB01002419.1,0.3539,7744,144.5606,no-hit
2419,ENA_WAHB01002420_WAHB01002420.1,0.3576,7654,753.5813,no-hit
2420,ENA_WAHB01002421_WAHB01002421.1,0.3759,7659,236.0863,Cnidaria
2421,ENA_WAHB01002422_WAHB01002422.1,0.4497,7787,3303.0692,no-hit
2422,ENA_WAHB01002423_WAHB01002423.1,0.347,7661,230.9249,no-hit
2423,ENA_WAHB01002424_WAHB01002424.1,0.3937,7730,493.2435,no-hit
2424,ENA_WAHB01002425_WAHB01002425.1,0.3797,9037,229.3471,Cnidaria
2425,ENA_WAHB01002426_WAHB01002426.1,0.3908,7712,334.3008,Cnidaria
2426,ENA_WAHB01002427_WAHB01002427.1,0.3675,7220,195.9948,no-hit
2427,ENA_WAHB01002428_WAHB01002428.1,0.3793,7693,1792.3644,no-hit
2428,ENA_WAHB01002429_WAHB01002429.1,0.383,7582,521.5569,no-hit
2429,ENA_WAHB01002430_WAHB01002430.1,0.3813,7542,712.3404,no-hit
2430,ENA_WAHB01002431_WAHB01002431.1,0.3514,7561,204.3359,no-hit
2431,ENA_WAHB01002432_WAHB01002432.1,0.3639,7407,258.5471,no-hit
2432,ENA_WAHB01002433_WAHB01002433.1,0.3739,8203,220.1727,no-hit
2433,ENA_WAHB01002434_WAHB01002434.1,0.3907,7419,973.0765,no-hit
2434,ENA_WAHB01002435_WAHB01002435.1,0.3708,7319,516.997,no-hit
2435,ENA_WAHB01002436_WAHB01002436.1,0.3673,7431,116.77,no-hit
2436,ENA_WAHB01002437_WAHB01002437.1,0.3856,7370,296.7616,no-hit
2437,ENA_WAHB01002438_WAHB01002438.1,0.3552,7326,117.1353,no-hit
2438,ENA_WAHB01002439_WAHB01002439.1,0.3965,7328,158.8078,no-hit
2439,ENA_WAHB01002440_WAHB01002440.1,0.3831,7287,214.3665,no-hit
2440,ENA_WAHB01002441_WAHB01002441.1,0.4042,7335,900.6999,no-hit
2441,ENA_WAHB01002442_WAHB01002442.1,0.4561,7389,961.1532,no-hit
2442,ENA_WAHB01002443_WAHB01002443.1,0.4047,7064,349.4318,no-hit
2443,ENA_WAHB01002444_WAHB01002444.1,0.3538,7232,331.263,no-hit
2444,ENA_WAHB01002445_WAHB01002445.1,0.4152,7061,335.4464,no-hit
2445,ENA_WAHB01002446_WAHB01002446.1,0.4138,6931,457.0505,no-hit
2446,ENA_WAHB01002447_WAHB01002447.1,0.3759,6460,355.7604,no-hit
2447,ENA_WAHB01002448_WAHB01002448.1,0.3864,7182,569.1719,Cnidaria
2448,ENA_WAHB01002449_WAHB01002449.1,0.3555,7083,261.3393,no-hit
2449,ENA_WAHB01002450_WAHB01002450.1,0.3892,6983,539.5116,no-hit
2450,ENA_WAHB01002451_WAHB01002451.1,0.3988,7012,325.9656,no-hit
2451,ENA_WAHB01002452_WAHB01002452.1,0.3958,7155,910.6826,no-hit
2452,ENA_WAHB01002453_WAHB01002453.1,0.3583,7007,293.9701,no-hit
2453,ENA_WAHB01002454_WAHB01002454.1,0.4731,6844,3876.7767,no-hit
2454,ENA_WAHB01002455_WAHB01002455.1,0.398,6765,1719.0943,no-hit
2455,ENA_WAHB01002456_WAHB01002456.1,0.4618,6825,8488.3949,no-hit
2456,ENA_WAHB01002457_WAHB01002457.1,0.3789,6845,265.81,no-hit
2457,ENA_WAHB01002458_WAHB01002458.1,0.3603,6940,157.9645,Echinodermata
2458,ENA_WAHB01002459_WAHB01002459.1,0.3693,6821,131.7431,no-hit
2459,ENA_WAHB01002460_WAHB01002460.1,0.3842,6754,1448.4132,no-hit
2460,ENA_WAHB01002461_WAHB01002461.1,0.3465,6815,667.8411,no-hit
2461,ENA_WAHB01002462_WAHB01002462.1,0.4185,6646,171.7677,no-hit
